age_group,category,n,total,prop,fi,lb,meas,source,sex,country,old_category
"[60,65)",Activity limitation,166370,831,0.00499489090581235,efi,3-year lookback,yes,IMRD - THIN,Male,UK,Activity limitation
"[65,70)",Activity limitation,162410,553,0.00340496274859922,efi,1-year lookback,no,IMRD - THIN,Male,UK,Activity limitation
"[65,70)",Activity limitation,162410,1115,0.00686534080413768,efi,3-year lookback,no,IMRD - THIN,Male,UK,Activity limitation
"[65,70)",Activity limitation,162410,553,0.00340496274859922,efi,1-year lookback,yes,IMRD - THIN,Male,UK,Activity limitation
"[65,70)",Activity limitation,162410,1115,0.00686534080413768,efi,3-year lookback,yes,IMRD - THIN,Male,UK,Activity limitation
"[70,75)",Activity limitation,131495,691,0.00525495265979695,efi,1-year lookback,no,IMRD - THIN,Male,UK,Activity limitation
"[70,75)",Activity limitation,131495,1458,0.0110878740636526,efi,3-year lookback,no,IMRD - THIN,Male,UK,Activity limitation
"[70,75)",Activity limitation,131495,691,0.00525495265979695,efi,1-year lookback,yes,IMRD - THIN,Male,UK,Activity limitation
"[70,75)",Activity limitation,131495,1458,0.0110878740636526,efi,3-year lookback,yes,IMRD - THIN,Male,UK,Activity limitation
"[75,80)",Activity limitation,104234,806,0.00773260164629583,efi,1-year lookback,no,IMRD - THIN,Male,UK,Activity limitation
"[75,80)",Activity limitation,104234,1898,0.0182090296832128,efi,3-year lookback,no,IMRD - THIN,Male,UK,Activity limitation
"[75,80)",Activity limitation,104234,806,0.00773260164629583,efi,1-year lookback,yes,IMRD - THIN,Male,UK,Activity limitation
"[75,80)",Activity limitation,104234,1898,0.0182090296832128,efi,3-year lookback,yes,IMRD - THIN,Male,UK,Activity limitation
"[80,100]",Activity limitation,147957,1469,0.00992856032495928,efi,1-year lookback,no,IMRD - THIN,Male,UK,Activity limitation
"[80,100]",Activity limitation,147957,3665,0.0247707104091053,efi,3-year lookback,no,IMRD - THIN,Male,UK,Activity limitation
"[80,100]",Activity limitation,147957,1469,0.00992856032495928,efi,1-year lookback,yes,IMRD - THIN,Male,UK,Activity limitation
"[80,100]",Activity limitation,147957,3665,0.0247707104091053,efi,3-year lookback,yes,IMRD - THIN,Male,UK,Activity limitation
"[40,45)",Activity limitation,596638,0,0,efi,1-year lookback,no,Pharmetrics+,All,US,Activity limitation
"[45,50)",Activity limitation,610663,0,0,efi,1-year lookback,no,Pharmetrics+,All,US,Activity limitation
"[50,55)",Activity limitation,657697,0,0,efi,1-year lookback,no,Pharmetrics+,All,US,Activity limitation
"[55,60)",Activity limitation,702585,0,0,efi,1-year lookback,no,Pharmetrics+,All,US,Activity limitation
"[60,65)",Activity limitation,698925,0,0,efi,1-year lookback,no,Pharmetrics+,All,US,Activity limitation
"[65,70)",Activity limitation,574070,0,0,efi,1-year lookback,no,Pharmetrics+,All,US,Activity limitation
"[70,75)",Activity limitation,439984,0,0,efi,1-year lookback,no,Pharmetrics+,All,US,Activity limitation
"[75,80)",Activity limitation,335448,0,0,efi,1-year lookback,no,Pharmetrics+,All,US,Activity limitation
"[80,100]",Activity limitation,483547,0,0,efi,1-year lookback,no,Pharmetrics+,All,US,Activity limitation
"[40,45)",Activity limitation,310989,0,0,efi,1-year lookback,no,Pharmetrics+,Female,US,Activity limitation
"[45,50)",Activity limitation,319703,0,0,efi,1-year lookback,no,Pharmetrics+,Female,US,Activity limitation
"[50,55)",Activity limitation,343985,0,0,efi,1-year lookback,no,Pharmetrics+,Female,US,Activity limitation
"[55,60)",Activity limitation,368232,0,0,efi,1-year lookback,no,Pharmetrics+,Female,US,Activity limitation
"[60,65)",Activity limitation,369056,0,0,efi,1-year lookback,no,Pharmetrics+,Female,US,Activity limitation
"[65,70)",Activity limitation,305014,0,0,efi,1-year lookback,no,Pharmetrics+,Female,US,Activity limitation
"[70,75)",Activity limitation,240750,0,0,efi,1-year lookback,no,Pharmetrics+,Female,US,Activity limitation
"[75,80)",Activity limitation,184852,0,0,efi,1-year lookback,no,Pharmetrics+,Female,US,Activity limitation
"[80,100]",Activity limitation,292955,0,0,efi,1-year lookback,no,Pharmetrics+,Female,US,Activity limitation
"[40,45)",Activity limitation,285649,0,0,efi,1-year lookback,no,Pharmetrics+,Male,US,Activity limitation
"[45,50)",Activity limitation,290960,0,0,efi,1-year lookback,no,Pharmetrics+,Male,US,Activity limitation
"[50,55)",Activity limitation,313712,0,0,efi,1-year lookback,no,Pharmetrics+,Male,US,Activity limitation
"[55,60)",Activity limitation,334353,0,0,efi,1-year lookback,no,Pharmetrics+,Male,US,Activity limitation
"[60,65)",Activity limitation,329869,0,0,efi,1-year lookback,no,Pharmetrics+,Male,US,Activity limitation
"[65,70)",Activity limitation,269056,0,0,efi,1-year lookback,no,Pharmetrics+,Male,US,Activity limitation
"[70,75)",Activity limitation,199234,0,0,efi,1-year lookback,no,Pharmetrics+,Male,US,Activity limitation
"[75,80)",Activity limitation,150596,0,0,efi,1-year lookback,no,Pharmetrics+,Male,US,Activity limitation
"[80,100]",Activity limitation,190592,0,0,efi,1-year lookback,no,Pharmetrics+,Male,US,Activity limitation
"[40,45)",Activity limitation,12939,0,0,efi,1-year lookback,no,UK BioBank,All,UK,Activity limitation
"[40,45)",Activity limitation,12939,0,0,efi,3-year lookback,no,UK BioBank,All,UK,Activity limitation
"[40,45)",Activity limitation,12939,0,0,efi,1-year lookback,yes,UK BioBank,All,UK,Activity limitation
"[40,45)",Activity limitation,12939,0,0,efi,3-year lookback,yes,UK BioBank,All,UK,Activity limitation
"[45,50)",Activity limitation,25688,0,0,efi,1-year lookback,no,UK BioBank,All,UK,Activity limitation
"[45,50)",Activity limitation,25688,0,0,efi,3-year lookback,no,UK BioBank,All,UK,Activity limitation
"[45,50)",Activity limitation,25688,0,0,efi,1-year lookback,yes,UK BioBank,All,UK,Activity limitation
"[45,50)",Activity limitation,25688,0,0,efi,3-year lookback,yes,UK BioBank,All,UK,Activity limitation
"[50,55)",Activity limitation,30010,0,0,efi,1-year lookback,no,UK BioBank,All,UK,Activity limitation
"[50,55)",Activity limitation,30010,0,0,efi,3-year lookback,no,UK BioBank,All,UK,Activity limitation
"[50,55)",Activity limitation,30010,0,0,efi,1-year lookback,yes,UK BioBank,All,UK,Activity limitation
"[50,55)",Activity limitation,30010,0,0,efi,3-year lookback,yes,UK BioBank,All,UK,Activity limitation
"[55,60)",Activity limitation,35548,0,0,efi,1-year lookback,no,UK BioBank,All,UK,Activity limitation
"[55,60)",Activity limitation,35548,0,0,efi,3-year lookback,no,UK BioBank,All,UK,Activity limitation
"[55,60)",Activity limitation,35548,0,0,efi,1-year lookback,yes,UK BioBank,All,UK,Activity limitation
"[55,60)",Activity limitation,35548,0,0,efi,3-year lookback,yes,UK BioBank,All,UK,Activity limitation
"[60,65)",Activity limitation,48759,0,0,efi,1-year lookback,no,UK BioBank,All,UK,Activity limitation
"[60,65)",Activity limitation,48759,0,0,efi,3-year lookback,no,UK BioBank,All,UK,Activity limitation
"[60,65)",Activity limitation,48759,0,0,efi,1-year lookback,yes,UK BioBank,All,UK,Activity limitation
"[60,65)",Activity limitation,48759,0,0,efi,3-year lookback,yes,UK BioBank,All,UK,Activity limitation
"[65,70)",Activity limitation,43159,0,0,efi,1-year lookback,no,UK BioBank,All,UK,Activity limitation
"[65,70)",Activity limitation,43159,21,4.865729048402419e-4,efi,3-year lookback,no,UK BioBank,All,UK,Activity limitation
"[65,70)",Activity limitation,43159,0,0,efi,1-year lookback,yes,UK BioBank,All,UK,Activity limitation
"[65,70)",Activity limitation,43159,21,4.865729048402419e-4,efi,3-year lookback,yes,UK BioBank,All,UK,Activity limitation
"[70,75)",Activity limitation,11099,0,0,efi,1-year lookback,no,UK BioBank,All,UK,Activity limitation
"[70,75)",Activity limitation,11099,0,0,efi,3-year lookback,no,UK BioBank,All,UK,Activity limitation
"[70,75)",Activity limitation,11099,0,0,efi,1-year lookback,yes,UK BioBank,All,UK,Activity limitation
"[70,75)",Activity limitation,11099,0,0,efi,3-year lookback,yes,UK BioBank,All,UK,Activity limitation
"[40,45)",Activity limitation,7047,0,0,efi,1-year lookback,no,UK BioBank,Female,UK,Activity limitation
"[40,45)",Activity limitation,7047,0,0,efi,3-year lookback,no,UK BioBank,Female,UK,Activity limitation
"[40,45)",Activity limitation,7047,0,0,efi,1-year lookback,yes,UK BioBank,Female,UK,Activity limitation
"[40,45)",Activity limitation,7047,0,0,efi,3-year lookback,yes,UK BioBank,Female,UK,Activity limitation
"[45,50)",Activity limitation,14464,0,0,efi,1-year lookback,no,UK BioBank,Female,UK,Activity limitation
"[45,50)",Activity limitation,14464,0,0,efi,3-year lookback,no,UK BioBank,Female,UK,Activity limitation
"[45,50)",Activity limitation,14464,0,0,efi,1-year lookback,yes,UK BioBank,Female,UK,Activity limitation
"[45,50)",Activity limitation,14464,0,0,efi,3-year lookback,yes,UK BioBank,Female,UK,Activity limitation
"[50,55)",Activity limitation,17401,0,0,efi,1-year lookback,no,UK BioBank,Female,UK,Activity limitation
"[50,55)",Activity limitation,17401,0,0,efi,3-year lookback,no,UK BioBank,Female,UK,Activity limitation
"[50,55)",Activity limitation,17401,0,0,efi,1-year lookback,yes,UK BioBank,Female,UK,Activity limitation
"[50,55)",Activity limitation,17401,0,0,efi,3-year lookback,yes,UK BioBank,Female,UK,Activity limitation
"[55,60)",Activity limitation,20274,0,0,efi,1-year lookback,no,UK BioBank,Female,UK,Activity limitation
"[55,60)",Activity limitation,20274,0,0,efi,3-year lookback,no,UK BioBank,Female,UK,Activity limitation
"[55,60)",Activity limitation,20274,0,0,efi,1-year lookback,yes,UK BioBank,Female,UK,Activity limitation
"[55,60)",Activity limitation,20274,0,0,efi,3-year lookback,yes,UK BioBank,Female,UK,Activity limitation
"[60,65)",Activity limitation,27154,0,0,efi,1-year lookback,no,UK BioBank,Female,UK,Activity limitation
"[60,65)",Activity limitation,27154,0,0,efi,3-year lookback,no,UK BioBank,Female,UK,Activity limitation
"[60,65)",Activity limitation,27154,0,0,efi,1-year lookback,yes,UK BioBank,Female,UK,Activity limitation
"[60,65)",Activity limitation,27154,0,0,efi,3-year lookback,yes,UK BioBank,Female,UK,Activity limitation
"[65,70)",Activity limitation,22406,0,0,efi,1-year lookback,no,UK BioBank,Female,UK,Activity limitation
"[65,70)",Activity limitation,22406,0,0,efi,3-year lookback,no,UK BioBank,Female,UK,Activity limitation
"[65,70)",Activity limitation,22406,0,0,efi,1-year lookback,yes,UK BioBank,Female,UK,Activity limitation
"[65,70)",Activity limitation,22406,0,0,efi,3-year lookback,yes,UK BioBank,Female,UK,Activity limitation
"[70,75)",Activity limitation,5638,0,0,efi,1-year lookback,no,UK BioBank,Female,UK,Activity limitation
"[70,75)",Activity limitation,5638,0,0,efi,3-year lookback,no,UK BioBank,Female,UK,Activity limitation
"[70,75)",Activity limitation,5638,0,0,efi,1-year lookback,yes,UK BioBank,Female,UK,Activity limitation
"[70,75)",Activity limitation,5638,0,0,efi,3-year lookback,yes,UK BioBank,Female,UK,Activity limitation
"[40,45)",Activity limitation,5892,0,0,efi,1-year lookback,no,UK BioBank,Male,UK,Activity limitation
"[40,45)",Activity limitation,5892,0,0,efi,3-year lookback,no,UK BioBank,Male,UK,Activity limitation
"[40,45)",Activity limitation,5892,0,0,efi,1-year lookback,yes,UK BioBank,Male,UK,Activity limitation
"[40,45)",Activity limitation,5892,0,0,efi,3-year lookback,yes,UK BioBank,Male,UK,Activity limitation
"[45,50)",Activity limitation,11224,0,0,efi,1-year lookback,no,UK BioBank,Male,UK,Activity limitation
"[45,50)",Activity limitation,11224,0,0,efi,3-year lookback,no,UK BioBank,Male,UK,Activity limitation
"[45,50)",Activity limitation,11224,0,0,efi,1-year lookback,yes,UK BioBank,Male,UK,Activity limitation
"[45,50)",Activity limitation,11224,0,0,efi,3-year lookback,yes,UK BioBank,Male,UK,Activity limitation
"[50,55)",Activity limitation,12609,0,0,efi,1-year lookback,no,UK BioBank,Male,UK,Activity limitation
"[50,55)",Activity limitation,12609,0,0,efi,3-year lookback,no,UK BioBank,Male,UK,Activity limitation
"[50,55)",Activity limitation,12609,0,0,efi,1-year lookback,yes,UK BioBank,Male,UK,Activity limitation
"[50,55)",Activity limitation,12609,0,0,efi,3-year lookback,yes,UK BioBank,Male,UK,Activity limitation
"[55,60)",Activity limitation,15274,0,0,efi,1-year lookback,no,UK BioBank,Male,UK,Activity limitation
"[55,60)",Activity limitation,15274,0,0,efi,3-year lookback,no,UK BioBank,Male,UK,Activity limitation
"[55,60)",Activity limitation,15274,0,0,efi,1-year lookback,yes,UK BioBank,Male,UK,Activity limitation
"[55,60)",Activity limitation,15274,0,0,efi,3-year lookback,yes,UK BioBank,Male,UK,Activity limitation
"[60,65)",Activity limitation,21605,0,0,efi,1-year lookback,no,UK BioBank,Male,UK,Activity limitation
"[60,65)",Activity limitation,21605,0,0,efi,3-year lookback,no,UK BioBank,Male,UK,Activity limitation
"[60,65)",Activity limitation,21605,0,0,efi,1-year lookback,yes,UK BioBank,Male,UK,Activity limitation
"[60,65)",Activity limitation,21605,0,0,efi,3-year lookback,yes,UK BioBank,Male,UK,Activity limitation
"[65,70)",Activity limitation,20753,0,0,efi,1-year lookback,no,UK BioBank,Male,UK,Activity limitation
"[65,70)",Activity limitation,20753,21,0.00101190189370212,efi,3-year lookback,no,UK BioBank,Male,UK,Activity limitation
"[65,70)",Activity limitation,20753,0,0,efi,1-year lookback,yes,UK BioBank,Male,UK,Activity limitation
"[65,70)",Activity limitation,20753,21,0.00101190189370212,efi,3-year lookback,yes,UK BioBank,Male,UK,Activity limitation
"[70,75)",Activity limitation,5461,0,0,efi,1-year lookback,no,UK BioBank,Male,UK,Activity limitation
"[70,75)",Activity limitation,5461,0,0,efi,3-year lookback,no,UK BioBank,Male,UK,Activity limitation
"[70,75)",Activity limitation,5461,0,0,efi,1-year lookback,yes,UK BioBank,Male,UK,Activity limitation
"[70,75)",Activity limitation,5461,0,0,efi,3-year lookback,yes,UK BioBank,Male,UK,Activity limitation
"[40,45)",Anemia,14626,1301,0.08895118282510597,efi,1-year lookback,no,All of Us,All,US,Anaemia and haematinic deficiency
"[45,50)",Anemia,15913,1561,0.09809589643687551,efi,1-year lookback,no,All of Us,All,US,Anaemia and haematinic deficiency
"[50,55)",Anemia,19613,1777,0.09060317136593075,efi,1-year lookback,no,All of Us,All,US,Anaemia and haematinic deficiency
"[55,60)",Anemia,23709,2037,0.08591674047829938,efi,1-year lookback,no,All of Us,All,US,Anaemia and haematinic deficiency
"[60,65)",Anemia,23922,2155,0.09008444110024245,efi,1-year lookback,no,All of Us,All,US,Anaemia and haematinic deficiency
"[65,70)",Anemia,22783,2263,0.0993284466488171,efi,1-year lookback,no,All of Us,All,US,Anaemia and haematinic deficiency
"[70,75)",Anemia,19039,2082,0.10935448290351384,efi,1-year lookback,no,All of Us,All,US,Anaemia and haematinic deficiency
"[75,80)",Anemia,11535,1413,0.12249674902470742,efi,1-year lookback,no,All of Us,All,US,Anaemia and haematinic deficiency
"[80,100]",Anemia,8581,1330,0.1549935904906188,efi,1-year lookback,no,All of Us,All,US,Anaemia and haematinic deficiency
"[40,45)",Anemia,9944,1042,0.10478680611424,efi,1-year lookback,no,All of Us,Female,US,Anaemia and haematinic deficiency
"[45,50)",Anemia,10419,1159,0.111239082445532,efi,1-year lookback,no,All of Us,Female,US,Anaemia and haematinic deficiency
"[50,55)",Anemia,12562,1240,0.0987103964336889,efi,1-year lookback,no,All of Us,Female,US,Anaemia and haematinic deficiency
"[55,60)",Anemia,14769,1313,0.0889024307671474,efi,1-year lookback,no,All of Us,Female,US,Anaemia and haematinic deficiency
"[60,65)",Anemia,14518,1303,0.0897506543601047,efi,1-year lookback,no,All of Us,Female,US,Anaemia and haematinic deficiency
"[65,70)",Anemia,13734,1368,0.0996068152031455,efi,1-year lookback,no,All of Us,Female,US,Anaemia and haematinic deficiency
"[70,75)",Anemia,10854,1190,0.109637000184264,efi,1-year lookback,no,All of Us,Female,US,Anaemia and haematinic deficiency
"[75,80)",Anemia,6307,738,0.117012842872998,efi,1-year lookback,no,All of Us,Female,US,Anaemia and haematinic deficiency
"[80,100]",Anemia,4551,665,0.146121731487585,efi,1-year lookback,no,All of Us,Female,US,Anaemia and haematinic deficiency
"[40,45)",Anemia,4682,259,0.0553182400683469,efi,1-year lookback,no,All of Us,Male,US,Anaemia and haematinic deficiency
"[45,50)",Anemia,5494,402,0.0731707317073171,efi,1-year lookback,no,All of Us,Male,US,Anaemia and haematinic deficiency
"[50,55)",Anemia,7051,537,0.0761594100127641,efi,1-year lookback,no,All of Us,Male,US,Anaemia and haematinic deficiency
"[55,60)",Anemia,8940,724,0.0809843400447427,efi,1-year lookback,no,All of Us,Male,US,Anaemia and haematinic deficiency
"[60,65)",Anemia,9404,852,0.0905997447894513,efi,1-year lookback,no,All of Us,Male,US,Anaemia and haematinic deficiency
"[65,70)",Anemia,9049,895,0.0989059564592773,efi,1-year lookback,no,All of Us,Male,US,Anaemia and haematinic deficiency
"[70,75)",Anemia,8185,892,0.108979841172877,efi,1-year lookback,no,All of Us,Male,US,Anaemia and haematinic deficiency
"[75,80)",Anemia,5228,675,0.12911247130834,efi,1-year lookback,no,All of Us,Male,US,Anaemia and haematinic deficiency
"[80,100]",Anemia,4030,665,0.165012406947891,efi,1-year lookback,no,All of Us,Male,US,Anaemia and haematinic deficiency
"[40,45)",Anemia,105426,1981,0.01879043120292907,efi,1-year lookback,no,IMRD - EMIS,All,UK,Anaemia and haematinic deficiency
"[40,45)",Anemia,105426,3704,0.035133648246163184,efi,3-year lookback,no,IMRD - EMIS,All,UK,Anaemia and haematinic deficiency
"[40,45)",Anemia,105426,4167,0.039525354276933586,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Anaemia and haematinic deficiency
"[40,45)",Anemia,105426,7656,0.07261965739001765,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Anaemia and haematinic deficiency
"[45,50)",Anemia,105775,2436,0.023030016544552116,efi,1-year lookback,no,IMRD - EMIS,All,UK,Anaemia and haematinic deficiency
